N,P,K,temperature,humidity,ph,rainfall,label,EC,Calcium,Magnesium,Sulfur,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,CEC,Fertilizer Recommendation
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple,1.918153846,4019.26854,311.3713698,28.66699813,31.87782579,13.53102505,4.393861601,4.491821599,4.667862319,0.494451813,11.26075661,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple,0.787671309,2407.494572,307.7305084,28.28496388,34.2451803,18.32521854,1.947877487,1.5255196,0.839580721,0.457956176,17.48367844,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple,1.873205324,4715.58957,76.13446344,59.95002573,6.22453587,40.65626937,6.90834001,0.113478427,2.752539188,0.587088198,9.293944903,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple,1.787359964,2882.632829,163.7033027,12.95736618,16.74317337,5.910697593,5.000826807,4.811355139,4.306464567,0.532426179,27.65919278,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple,1.629824404,2404.733396,433.2779816,41.0288903,4.384465522,19.85898868,1.775744249,2.487942013,2.913581988,0.242553085,35.54033788,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple,1.61100458,2054.01352,50.60565452,17.00912569,24.42137979,40.04829807,9.711521108,2.954756673,1.645780927,0.311016606,22.68655367,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple,1.260001369,3951.219745,117.2447263,55.59678787,7.837818294,18.1522856,7.804271582,2.212367611,4.06849532,0.573255351,16.9572993,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange,0.945754127,1034.110295,138.0085858,60.45087476,45.40986921,3.108534667,9.625627241,0.173822524,3.200835203,0.664107897,28.49377475,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange,0.744388794,3877.858622,201.004317,37.28890885,46.82820882,27.33276696,9.78423991,0.372002043,4.281962553,0.103911292,39.00514992,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange,1.427620215,1931.329301,174.517274,75.83322571,15.03838087,30.86543862,7.733250747,3.708388063,0.595039614,0.60751642,12.81682623,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange,1.941040236,3679.143499,297.9241173,30.44019329,13.05734821,28.48088107,7.06258727,3.929278587,0.53269175,0.78425423,19.65035044,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange,0.232916814,2599.21349,106.7670156,90.84975406,49.38327635,28.51013613,0.732059726,3.857598748,4.8772338,0.03242725,11.65627748,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange,0.712704209,2917.101722,240.7578934,39.62530396,31.39005836,10.95324819,0.21436435,1.506809555,3.100695795,0.85805542,8.690715923,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange,1.607196441,1767.253691,301.6619277,10.36144331,20.29451158,40.55970718,8.597479898,0.373015361,3.347347832,0.681102652,12.12189734,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange,0.334425444,1655.09899,467.8911322,30.54628192,43.79112248,27.56355599,1.409757984,3.969521415,4.424845722,0.349728962,33.33343082,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange,0.371806252,2485.251372,327.8992541,28.20320427,30.08055263,7.155829602,9.238285963,1.088372324,2.222643325,0.74590466,38.4385352,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange,1.120548942,1672.946839,82.62649307,39.84230539,38.04240827,48.60339048,4.841865344,4.013036197,0.954022634,0.105679374,12.11062203,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange,1.229197275,3350.663414,94.36981682,66.70446519,28.18832388,22.37191514,7.257359432,0.321457545,0.400273751,0.845185088,28.09469486,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange,2.131659867,2503.569869,321.2530468,65.94475718,24.9806376,17.33125321,9.640038255,0.405327178,1.375721001,0.933999035,22.05047561,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange,2.471414978,3352.27411,169.4194657,84.78973795,9.228043583,13.29592883,0.691431387,4.119484659,1.400881907,0.957274923,5.632310299,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange,0.710512345,3807.998212,284.1153447,46.47781827,42.4671098,45.81375674,0.509331148,2.443667609,1.183286418,0.311344846,19.24828353,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange,1.127268228,3873.260027,124.2226059,35.10078849,4.548619982,41.91488647,0.251981321,1.176077308,3.997880645,0.041050249,33.05835778,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange,1.349337779,1284.939411,184.4762484,81.740125,2.425022042,18.03311686,1.699717768,2.516714325,3.168981475,0.869815492,14.06272513,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange,0.464283487,3464.902793,144.7208569,65.53389886,33.82136035,48.34209556,2.073395509,4.812056274,3.565528629,0.876528359,33.40512577,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange,1.456467393,1410.184313,72.66920084,38.62664525,39.31057054,32.54221359,0.68873257,3.403620845,0.309298162,0.082161304,10.4190082,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange,2.016200155,3007.340233,475.2157031,90.44259871,12.88340911,28.39912278,4.408311447,1.659556063,4.917608673,0.834363274,15.72823319,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange,0.565392261,1903.553788,67.92139966,28.30306987,44.96638392,25.18549006,3.679384676,0.717048421,0.887330003,0.328526405,36.89222913,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange,1.404027166,2303.673214,72.34364983,66.99961722,40.70512422,48.2994228,9.204411149,2.759434879,0.716158119,0.993298737,11.05169933,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange,0.668848691,3850.008006,167.2985113,84.57164658,45.0059704,6.88238008,4.894436577,2.550542523,1.113488914,0.342394725,31.95003164,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange,1.570096784,3029.532085,462.7166312,24.83767562,29.85681686,8.368864743,2.02297134,2.843091308,1.388537759,0.997965293,5.546751495,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange,1.892271058,2550.224451,273.0084483,18.09772205,40.4551755,25.27101525,4.837779615,1.787971735,4.655935513,0.233919205,22.34534782,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,2.381687758,3514.616197,365.7085623,51.84209694,36.31307575,27.38518083,8.394507177,0.220725773,0.351028019,0.377264638,19.20993203,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange,1.331917938,3837.332979,278.0805076,36.90723961,43.58137824,5.636586792,0.370797432,1.88999218,0.30161715,0.616497079,35.23981282,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange,2.443208456,2562.129518,282.0083133,24.48528651,41.78074865,41.65932435,4.222083153,1.055954379,0.997745408,0.360043485,31.04960796,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange,1.551189275,3275.298535,202.0661058,35.70938649,22.66513519,21.42309257,3.460781995,3.34000967,2.886719466,0.416694652,12.25259409,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange,2.234147383,3179.594259,175.4459975,27.89299398,5.565452435,46.41674161,2.818722456,1.836567866,4.345150636,0.207515478,37.58502692,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange,0.22265978,2014.519302,436.0576229,70.86694917,44.14398609,16.67273791,8.839874634,0.161923728,2.929719541,0.280762799,17.79510463,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange,0.224227876,2853.251497,404.8239312,52.36140887,6.57085781,4.918302613,4.866418488,2.169823049,0.685100052,0.113222141,15.54873808,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange,1.211321907,1532.07182,206.701121,26.24163069,28.28723884,41.4475326,2.152444204,3.057887297,1.742545094,0.266897406,34.72396006,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange,1.302319284,4101.648981,106.4592831,93.00519611,45.01553789,49.5641183,2.6181776,2.738579198,2.527808787,0.903025885,8.200733707,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange,0.832431841,3967.187215,376.1685713,19.47779332,6.106673709,6.588353492,4.816453488,1.82245205,2.622232615,0.024270178,8.491882335,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange,2.14768779,2928.888511,77.98882647,61.01922769,47.07832349,33.50114489,2.937530519,2.044053187,1.543477373,0.683793809,6.584441511,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange,1.420623122,1183.79463,379.5740842,50.73034395,34.24109018,37.03631986,4.904163779,1.317080694,3.765688331,0.940188931,15.83163903,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange,1.428593211,3029.645178,110.4741041,57.95620616,26.21206937,27.90018877,4.095977813,3.677739959,2.82006748,0.789755751,28.17175737,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange,1.021799104,1015.624056,401.3760775,29.69310196,48.52531392,8.850594005,8.2704687,3.684129744,1.708131563,0.481000839,34.61225511,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange,2.3540266,3987.457909,82.65537182,16.80354128,44.60816369,28.97648843,6.988813817,4.286075553,0.603455012,0.621837467,18.72463209,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange,2.316135638,3758.739958,214.3237815,36.26701975,23.0558924,8.570000679,0.701618865,2.025773484,3.682773113,0.476088024,28.86018251,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange,0.453024568,3567.706257,415.5667417,53.65492124,21.40322179,19.2619889,0.697280238,1.546004411,2.536467028,0.504517804,9.653177243,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange,0.74924447,2161.411084,174.646027,34.729374,12.4491738,24.72125827,9.28278267,3.428280804,2.702406559,0.609027812,11.68360999,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange,0.989181965,3078.776011,435.4310783,89.32303985,49.09440039,9.256281132,7.568612304,4.542628722,0.601379358,0.348615041,33.48554701,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange,1.865377593,3262.316066,442.3522011,37.65751617,38.341131,41.84390395,4.771414695,2.157458615,1.594515467,0.215695677,23.38989491,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange,2.424672989,1784.151133,354.0620277,20.38219213,1.448383098,16.92021724,7.428013935,3.833077845,3.261156873,0.186378142,8.623263924,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange,2.346690728,1355.710159,345.7377944,69.3860789,2.509249959,10.2574019,5.049167196,4.758852849,0.971567386,0.960715141,28.96355145,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange,0.369739738,1766.848115,486.075392,19.71334774,20.11385929,17.50852728,5.397259985,2.344681426,2.525355474,0.394901144,10.3767974,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange,1.179044474,1412.183693,433.4913286,54.67622004,45.33556452,23.7577144,0.587850922,4.358889946,2.746409894,0.64179936,9.328282275,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange,2.333251928,4995.537804,435.053177,17.39902972,3.012114643,19.64705586,5.44335984,4.632998946,2.304022046,0.288268623,24.57875938,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange,2.283935024,1440.554371,395.6035735,35.66197008,37.25486873,33.3540082,1.63331037,0.870572477,0.764654058,0.95360335,32.22715615,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange,2.20664378,4548.811391,136.7646659,29.2893973,22.81347873,21.16272284,1.410367623,3.306463323,0.467201763,0.643212481,11.10836642,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange,1.969851383,3398.927396,243.6011745,53.49102179,6.198060986,34.17777211,4.153337501,1.247402416,1.314936959,0.936592316,8.729253541,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange,0.353002894,1944.649944,245.6204232,54.3115182,33.2026572,7.828602861,5.36410771,3.092370947,1.180043175,0.958806258,23.5100257,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange,0.224273528,4688.001801,444.034789,96.19044632,7.101571818,46.39624239,3.657797534,4.059232634,3.702194342,0.870999015,8.704666325,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange,1.325939573,3768.050447,220.2464647,11.86083109,20.06847871,28.55393641,8.225136425,3.1352711,0.742957898,0.545248652,18.71862442,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange,1.228696041,2744.251396,333.9916682,33.72354849,42.9717964,20.85917598,1.207291625,4.343610826,3.522030566,0.471905368,24.22666959,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange,0.75943363,3779.633246,458.2696526,18.99413313,13.65338455,25.59693371,0.614642475,0.334487026,0.221497617,0.021443579,30.43553503,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange,1.886470975,2413.683804,476.8603907,97.95041847,21.04184243,22.99880448,6.43409428,4.345298147,0.606440341,0.345847316,30.3347278,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange,0.222169605,3664.332634,209.5357784,20.81724744,16.1332704,4.706641931,2.543283753,3.01479274,3.60472889,0.052575905,37.64966152,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange,0.509227975,2068.242237,385.6718551,91.61372925,35.7792142,5.953432,1.766714448,4.498949869,3.498270889,0.65903503,24.73221124,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange,0.331647429,2760.19616,472.185389,70.47672096,39.36491373,22.19073436,9.375920652,0.322996596,2.663016947,0.467214299,20.53462633,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange,0.891950759,2858.174512,477.9249546,27.61844525,30.63362818,28.19130537,5.902339324,3.587018858,2.109102471,0.331524937,18.12454233,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange,2.443404453,3545.946946,431.5883583,98.71552828,17.93738653,11.39128484,3.652696576,3.394626681,0.599791037,0.867044376,27.59155958,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange,2.0908238,2681.725539,418.0750303,52.35655159,17.92478312,24.52328655,7.723466183,1.268559972,4.834591639,0.862987939,7.057281723,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange,2.165237726,1626.665236,476.7824822,40.08804777,30.87242101,36.4532561,4.413625188,3.0163113,1.897301048,0.735724482,34.10729906,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange,1.915195441,3501.622038,94.02766596,27.76192128,9.244703592,34.01498717,1.421460966,2.450266454,2.113834035,0.687061867,22.92683179,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange,0.848015257,1851.95487,238.1909356,99.07402814,1.4304135,10.33542561,1.715617022,2.649122823,0.125955469,0.986463777,16.07417016,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange,0.852852237,1667.463237,237.1082347,53.83268201,16.32988055,44.03952951,9.70095299,1.056652617,2.955718459,0.224916804,11.33520988,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange,0.615825243,2981.740721,373.509936,68.1708002,28.02923999,45.42960702,9.151277855,2.383261352,4.217896862,0.076988652,8.124185726,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange,0.329803269,4190.883331,227.9343997,19.93668643,18.56038379,27.78430103,4.634347271,4.982610799,2.47306873,0.609389583,16.75617691,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange,0.420530036,4475.489136,139.4251459,96.09617396,38.41751942,7.292512069,5.629184111,4.508068013,2.266327812,0.831892857,21.13729118,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange,0.476647901,4619.799752,466.7777614,70.42944342,15.23009848,47.20976138,1.204330871,1.19805766,1.850568322,0.576545249,26.55175309,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange,2.0906816,3186.584171,276.5029523,20.56687619,7.3307197,8.010239662,5.263595305,4.416157936,2.40556427,0.232842308,16.870349,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange,2.447069397,3243.984338,75.62133153,75.30340912,16.35326447,22.67607802,7.388267339,2.614497894,3.327352144,0.313482231,5.438286276,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange,1.645045693,1110.98305,466.2075053,48.890624,11.24669441,48.77922414,0.647842421,3.33033529,2.991141083,0.899254654,31.0370186,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange,1.65302214,3861.132155,296.7155564,26.6508992,20.39905362,14.03865685,6.172367958,4.677780597,1.785786644,0.427270921,37.89570033,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange,1.903455099,1159.348005,163.5928396,51.34255016,3.740969901,1.195585559,2.960897155,4.182458956,0.289019328,0.544675038,5.687617195,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange,1.81477289,1320.741826,497.9597063,31.93640916,3.576374208,31.33396542,2.39752755,1.214355225,4.854952886,0.050593696,33.1134406,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange,2.438724105,1858.203376,154.4383661,36.15634476,6.708755023,33.98426976,1.822901997,2.417316914,4.788041682,0.320676477,11.00157134,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange,0.972153258,1172.724318,279.57755,76.92965197,43.65054786,37.98360828,9.03190158,2.906487327,4.644259583,0.440880131,8.004749506,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange,2.466830931,3583.311235,176.0340279,37.28795327,13.41392624,29.14081231,8.542125674,2.387036827,0.51004227,0.930528219,20.1093728,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium), Gypsum (Reduce pH)"
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange,1.848641912,3315.826732,454.1510783,49.57535847,22.62456403,37.21513358,5.162275332,0.37472345,1.431098283,0.220565377,28.12876112,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange,0.525903973,3750.562608,291.361318,56.05469234,10.7795051,12.53716978,3.869998161,4.349317463,3.19493562,0.704627301,37.09154395,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange,0.411097832,2674.78763,373.4337043,38.15952277,2.196414295,37.79158758,2.340419513,1.588334804,1.02382335,0.164150462,23.41824752,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange,0.436415796,4154.758245,191.4574412,62.75205439,47.32080391,38.06486725,9.991293886,4.87507063,2.087495505,0.930010965,7.017713432,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange,1.065004703,1933.160089,218.7367165,54.88344847,6.807288641,10.47011332,6.048475919,1.093538928,4.631733227,0.340310328,23.53846341,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange,0.370839404,3144.816642,144.7687452,31.92015435,28.35930902,4.540936339,8.529056122,4.908460768,4.051126449,0.542737992,19.83776216,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange,1.463024457,2603.671676,399.2255011,76.27568062,49.38170767,46.7679566,3.720786281,0.764116796,1.323375137,0.417078826,17.88065129,"Urea (High Nitrogen), Superphosphate (High Phosphorus), Muriate of Potash (High Potassium)"
